,Parking,Swimming Pool,Restaurant,Room Service,Fitness Centre,Spa & Wellness Centre,Business Centre,Facilities for Disabled,Airport Shuttle,Non-smoking Rooms,Babysitting/Child Services,Meeting/Banquet Facilities,Car Rental,Breakfast Buffet,Bar/Lounge,Kids Activities,Game Room,Dry Cleaning,Valet Parking,name,rate,review,Highspeed Internet,Airconditioning,Safe/Vault,Tennis Court,Indoor Pool,Pet-friendly,Casino,Golfcourse,Beach Access,Ski-In Ski-Out
137,1.0,,,,,,,,,1.0,,,,,,,,,,Amber Hospitality Izdihar,9.6,75 reviews,,,,,,,,,0.0,0.0
138,,,,,,,,,,,,,,,,,,,,Karem Riyadh Residence - Hotel Apartment,N/A,N/A,,,,,,,,,0.0,0.0
139,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,Boudl Al Olaya Hotel,7.9,1045 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
140,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,Boudl Al Sulimanyah,8.2,2074 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
141,1.0,,,,,,,,,1.0,,,,,,,,,,Kease Al Izdihar -7 Luxury Gold AZ99,6.0,5 reviews,,,,,,,,,0.0,0.0
142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,Smayah Residence,8.6,684 reviews,1.0,1.0,1.0,,1.0,,,,0.0,0.0
143,,,,,,,,,,,,,,,,,,,,Al Malqa Elite Hotel,7.5,1173 reviews,,1.0,,,,,,,0.0,0.0
144,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,Almasem Luxury Hotel suite 6,7.3,1696 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
145,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Deyala Hotel Suites,N/A,N/A,1.0,1.0,1.0,,,,,,0.0,0.0
146,1.0,,,,,,,,,1.0,,,,,,,,,,Amber Hospitality Izdihar,9.6,75 reviews,,,,,,,,,0.0,0.0
147,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,Rest Night Hotel Apartment- AlHamra,7.5,2095 reviews,1.0,1.0,1.0,,1.0,,,,0.0,0.0
148,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,Swiss International Royal Hotel Riyadh,7.5,901 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
149,1.0,,,,,,,,,,,,,,,,,,,Khreis Suites Hotel,6.0,82 reviews,1.0,1.0,,,,,,,0.0,0.0
150,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Taleen Al Nadwa,5.6,418 reviews,1.0,1.0,,,,,,,0.0,0.0
151,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,Boudl Al Woroud ,8.0,636 reviews,1.0,,,,,,,,0.0,0.0
152,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Al Muteb Suites Al Tawon,N/A,N/A,1.0,1.0,,,,,,,0.0,0.0
153,,,,,,,,,,,,,,,,,,,,Enala Resort,N/A,N/A,,,,,,,,,0.0,0.0
154,1.0,,,,,,,,,,,,,,,,,,,Khreis Suites Hotel,6.0,82 reviews,1.0,1.0,,,,,,,0.0,0.0
155,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Tooq Suites,6.4,32 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
156,,,,,,,,,,,,,,,,,,,,Villa Palma Compound,N/A,N/A,,,,,,,,,0.0,0.0
157,1.0,,,,,,,,,,,,,,,,,,,AlMuhaidb Furnished Units King Abdulaziz,6.6,530 reviews,1.0,1.0,,,,,,,0.0,0.0
158,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,Voyage Residence,8.8,176 reviews,1.0,1.0,1.0,,1.0,,,,0.0,0.0
159,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,Rayatna for Furnished Apartments 2,6.3,176 reviews,1.0,1.0,,,,,,,0.0,0.0
160,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Ahlin Suites 2,7.7,450 reviews,,1.0,1.0,,,,,,0.0,0.0
161,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,Radisson Blu Hotel & Residence Riyadh Diplomatic Quarters ,8.9,1501 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
162,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Novo Hotel Riyadh,8.7,424 reviews,1.0,1.0,,,,,,,0.0,0.0
163,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Alyaa Home,N/A,N/A,1.0,1.0,,,,,,,0.0,0.0
164,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Dhabab Riyadh,8.3,1450 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
165,1.0,,,,,,,,,,,,,,,,,,,Amber Hospitality Al Nafel,N/A,N/A,,,,,,,,,0.0,0.0
166,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Khreis,N/A,N/A,,1.0,,,,,,,0.0,0.0
167,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,0.0,0.0
168,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,Boudl Al Munsiyah,8.0,4311 reviews,1.0,1.0,,,,,,,0.0,0.0
169,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,DoubleTree by Hilton Riyadh - Al Muroj Business Gate,7.3,1895 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
170,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,Rest Night Hotel Apartment,N/A,N/A,1.0,1.0,1.0,,1.0,,,,0.0,0.0
171,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,0.0,0.0
172,1.0,,,,,,,,,,,,,,,,,,,Amber,N/A,N/A,,,,,,,,,0.0,0.0
173,,,,,,,,,,,,,,,,,,,,Ross Hotel,N/A,N/A,,,,,,,,,0.0,0.0
174,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Vivienda Hotel Villas Granada,9.2,152 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
175,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,Aber Al Yasmin,8.4,1496 reviews,1.0,,,,,,,,0.0,0.0
176,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Muteb Suites Heritage Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,0.0,0.0
177,,,1.0,,,,,,,,,,,,,,,,,Grand Plaza Takhasosi,N/A,N/A,,,,,1.0,,,,0.0,0.0
178,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Gulf Riyadh,8.5,4896 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
179,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,Sixty Three Hotel,7.0,169 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
180,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,IntercityHotel Riyadh Malaz,8.0,1647 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
181,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,Granada Palace Inn,7.7,130 reviews,1.0,1.0,1.0,,1.0,,,,0.0,0.0
182,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,Mira Business Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,0.0,0.0
183,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,Super 8 by Wyndham Al Riyadh,7.3,645 reviews,1.0,,,,,,,,0.0,0.0
184,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Duset Hotel Suites,8.6,1337 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
185,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Millennia Olaya Hotel ,7.5,771 reviews,1.0,1.0,1.0,,1.0,,,,0.0,0.0
186,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,Almuhaidb Faisaliah Hotel Suites,8.0,612 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
187,1.0,,,,,,,,,,,,,,,,,,,Al Baron Palace Riyadh,N/A,N/A,1.0,1.0,1.0,,,,,,0.0,0.0
188,,,,,,,,,,,,,,,,,,,,Olaya 1 Stella Stays,N/A,N/A,,,,,,,,,0.0,0.0
189,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,Comfort Hotel Riyadh Olaya,9.5,4 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
190,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,Braira Al Wezarat,8.4,4149 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
191,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,Enala Resort,7.9,53 reviews,1.0,1.0,,,1.0,,,,0.0,0.0
192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Madareem Crown Hotel,8.1,3613 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,"Park Inn by Radisson, Riyadh",8.3,3052 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
194,1.0,,,,,1.0,,,,1.0,,,,,,,,,,The O Tower Residence,N/A,N/A,,,1.0,,,,,,0.0,0.0
195,1.0,,,,,,,,,1.0,,,,,,,,,,Rawda - Qaswarah Residence,N/A,N/A,1.0,1.0,,,,,,,0.0,0.0
196,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Duset Hotel Suites,8.6,1337 reviews,1.0,1.0,1.0,,,,,,0.0,0.0
197,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,0.0,0.0
198,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,Almuhaidb Altakhassusi 5,7.5,662 reviews,1.0,1.0,1.0,1.0,,,,,1.0,0.0
199,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Voyage Hotel,7.9,253 reviews,1.0,1.0,1.0,,,,,,,0.0
200,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Courtyard by Marriott Riyadh Northern Ring Road,8.2,998 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
201,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Riyadh Diplomatic Quarter - Marriott Executive Apartments,8.4,1042 reviews,1.0,1.0,1.0,,,,,,,0.0
202,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,Tura Hotel,7.6,218 reviews,1.0,1.0,,,1.0,,,,,0.0
203,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,Crowne Plaza Riyadh Palace,8.0,2895 reviews,1.0,1.0,1.0,,,,,,,0.0
204,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Boudl Al Fayhaa,6.0,1590 reviews,1.0,,,,,,,,,0.0
205,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Executives Hotel - KAFD,8.1,1681 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
206,1.0,,,,,,,,,,,,,,,,,,,Amber Hospitality Al Nafel,N/A,N/A,,,,,,,,,,0.0
207,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,Dabab Hotel by Warwick (ex Best Western Plus Riyadh),N/A,N/A,,1.0,1.0,,1.0,1.0,,,,0.0
208,1.0,,,,,,,,,1.0,,,,,,,,,,Rafa Homes Al Izdihar 1,7.7,356 reviews,1.0,1.0,,,,,,,,0.0
209,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,Dabab Hotel by Warwick (ex Best Western Plus Riyadh),N/A,N/A,,1.0,1.0,,1.0,1.0,,,,0.0
210,1.0,,,,,,,1.0,,,,,,,,,,,,Taleen AlAqiq hotel apartments,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
211,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Executives Hotel - KAFD,8.1,1681 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
212,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,Aber Al Munsiyah,7.9,1099 reviews,1.0,1.0,1.0,,,,,,,0.0
213,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,Aloft Riyadh Hotel,8.2,1309 reviews,1.0,1.0,,,,,,,,0.0
214,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Saraya Qordoba,N/A,N/A,1.0,,1.0,,,,,,,0.0
215,1.0,,,,,,,,,,,,,,,,,,,Khreis Suites Hotel,6.0,82 reviews,1.0,1.0,,,,,,,,0.0
216,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,Iris Boutique Narjis,9.2,139 reviews,1.0,1.0,1.0,,,,,,,0.0
217,,,,,,,,,,,,,,,,,,,,Motiara Hotel - La Valle Mall,7.8,466 reviews,,1.0,,,,,,,,0.0
218,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,0.0
219,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,The Corner Chalets,8.1,236 reviews,,1.0,1.0,,,,,,,0.0
220,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,Awfad Hotel Riyadh,7.4,2707 reviews,1.0,,1.0,,,,,,,0.0
221,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,DoubleTree by Hilton Riyadh - Al Muroj Business Gate,7.3,1895 reviews,1.0,1.0,1.0,,,,,,,0.0
222,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Deyala Hotel Suites,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
223,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Diafah Hotel Suites,7.5,46 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,Art View Hotel,7.9,26 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
225,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,Mira Business Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
226,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Motiara Hotel – Al Murouj,7.1,426 reviews,1.0,1.0,1.0,,,,,,,0.0
227,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,Amaaria Aquapark resort Villas & Chalet,8.1,119 reviews,,1.0,,,,,,,,0.0
228,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Rihanna Inn Hotel Apartement,N/A,N/A,1.0,1.0,,,,,,,,0.0
229,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,0.0
230,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Ross Hotel,8.5,300 reviews,1.0,1.0,1.0,,,,,,,0.0
231,1.0,,,,,,,1.0,,,,,,,,,,,,Taleen AlAqiq hotel apartments,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
232,,,,,,,,1.0,,1.0,,,,,,,,,1.0,Motiara Al Murouj,N/A,N/A,1.0,,1.0,,,,,,,0.0
233,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,Rayatna for Furnished Apartments 2,6.3,176 reviews,1.0,1.0,,,,,,,,0.0
234,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,Enala Resort,7.9,53 reviews,1.0,1.0,,,1.0,,,,,0.0
235,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Alyaa Home,N/A,N/A,1.0,1.0,,,,,,,,0.0
236,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Al Rahden Hotel,8.3,1256 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
237,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,Baron Al Masif,6.7,424 reviews,1.0,1.0,1.0,,,,,,,0.0
238,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Courtyard by Marriott Riyadh Northern Ring Road,8.2,998 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
239,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,Holiday Inn RIYADH THE BUSINESS DISTRICT,8.7,1439 reviews,1.0,1.0,1.0,,,,,,,0.0
240,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,Rayatna for Furnished Apartments 2,6.3,176 reviews,1.0,1.0,,,,,,,,0.0
241,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,Rand by Wandalus,7.2,916 reviews,1.0,1.0,1.0,,,,,,,0.0
242,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Al Muteb Suites Al Ezdehar 2,7.0,497 reviews,1.0,1.0,1.0,,,,,,,0.0
243,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Saraya Qordoba,N/A,N/A,1.0,,1.0,,,,,,,0.0
244,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Saraya Qordoba,N/A,N/A,1.0,,1.0,,,,,,,0.0
245,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,Boudl Al Munsiyah,8.0,4311 reviews,1.0,1.0,,,,,,,,0.0
246,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,Almuhaidb Al Takhasosi Hotel,7.8,924 reviews,1.0,1.0,,,,,,,,0.0
247,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Sama Nadrin Hotel Apartments,N/A,N/A,1.0,,1.0,,,,,,,0.0
248,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Executives Hotel - KAFD,8.1,1681 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
249,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,The St. Regis Riyadh,8.2,491 reviews,,1.0,1.0,,,,,,,0.0
250,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,Dorar Darea Hotel Apartments - Al Nafl,7.2,215 reviews,1.0,1.0,1.0,,,,,,,0.0
251,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,1.0,Boudl Gaber,8.1,830 reviews,1.0,1.0,,,,,,,,0.0
252,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,DoubleTree by Hilton Riyadh - Al Muroj Business Gate,7.3,1895 reviews,1.0,1.0,1.0,,,,,,,0.0
253,1.0,,,,,1.0,,,,1.0,,,,,,,,,,The O Tower Residence,N/A,N/A,,,1.0,,,,,,,0.0
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Novotel Suites Riyadh Olaya,7.3,2435 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
255,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,Mena Hotel Nasiriah Riyadh,8.2,3656 reviews,1.0,1.0,1.0,,,,,,,0.0
256,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,Braira Hotel Olaya - By Boudl,8.4,4315 reviews,1.0,,,,,,,,,0.0
257,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Khreis,N/A,N/A,,1.0,,,,,,,,0.0
258,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,Al Muteb Suites Khurais,5.1,220 reviews,1.0,1.0,1.0,,,,,,,0.0
259,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,Hilton Riyadh Hotel & Residences,8.3,9245 reviews,1.0,,,,,,,,,0.0
260,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,0.0
261,1.0,,,,,,,,,1.0,,,,,,,,,,Rafa Homes Al Izdihar 1,7.7,356 reviews,1.0,1.0,,,,,,,,0.0
262,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,Four Seasons Hotel Riyadh,8.9,3197 reviews,1.0,1.0,1.0,,,1.0,,,,0.0
263,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Continent Hotel Al Waha Riyad,7.7,1696 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
264,1.0,,,,,,,,,,,,,,,,,,,Holiday Plus Cordoba,6.8,380 reviews,1.0,1.0,,,,,,,,0.0
265,1.0,,,,,,,,,,,,,,,,,,,Al Baron Palace Riyadh,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
266,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,ALMA Hotel,N/A,N/A,1.0,1.0,,,,,,,,0.0
267,1.0,,,,,,,,,1.0,,,,,,,,,,Al Muteb Suites Al Falah 1,N/A,N/A,1.0,1.0,,,,,,,,0.0
268,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,Rest Night Hotel Suites- - AL Nafal,6.2,688 reviews,1.0,1.0,1.0,,,,,,,0.0
269,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,"InterContinental Durrat Al Riyadh Resort & Spa, an IHG Hotel",8.3,1127 reviews,1.0,1.0,1.0,1.0,,,,1.0,,0.0
270,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Muteb Suites Heritage Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,Braira Qurtubah Riyadh,8.2,10463 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
272,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,Ewaa Express Hotel - Khorais,8.3,1791 reviews,1.0,1.0,,,,,,,,0.0
273,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Marin Suit El Swedi,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
274,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,0.0
275,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Riyadh Diplomatic Quarter - Marriott Executive Apartments,8.4,1042 reviews,1.0,1.0,1.0,,,,,,,0.0
276,,,,1.0,,,,,,,,,,,,,,1.0,,Taleen AlSahafa Hotel Apartments,5.9,368 reviews,1.0,1.0,1.0,,,1.0,,,,0.0
277,1.0,,,,,,,,,,,,,,,,,,,Aparthotel Ollya Riyadh,N/A,N/A,,,,,,,,,,0.0
278,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,Al Muhaidb Khanshalila,7.5,408 reviews,1.0,1.0,,,,,,,,0.0
279,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,Hayat Alriyadh Hotel,7.7,17 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
280,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,Aber Al Yasmin,8.4,1496 reviews,1.0,,,,,,,,,0.0
281,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,0.0
282,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,Dorar Darea Hotel Apartments - Al Malqa 2,7.4,242 reviews,1.0,1.0,1.0,,,,,,,0.0
283,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,Tura Hotel,7.6,218 reviews,1.0,1.0,,,1.0,,,,,0.0
284,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,Aber Al Yasmin,8.4,1496 reviews,1.0,,,,,,,,,0.0
285,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Ahlin Suites 2,7.7,450 reviews,,1.0,1.0,,,,,,,0.0
286,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Mena Andalusia Hotel,6.3,2490 reviews,1.0,1.0,1.0,,,,,,,0.0
