,Parking,Swimming Pool,Restaurant,Room Service,Fitness Centre,Spa & Wellness Centre,Business Centre,Facilities for Disabled,Airport Shuttle,Non-smoking Rooms,Babysitting/Child Services,Meeting/Banquet Facilities,Car Rental,Breakfast Buffet,Bar/Lounge,Kids Activities,Game Room,Dry Cleaning,Valet Parking,name,rate,review,Highspeed Internet,Airconditioning,Safe/Vault,Tennis Court,Indoor Pool,Pet-friendly,Casino,Golfcourse,Beach Access,Ski-In Ski-Out
287,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,Boudl Al Olaya Hotel,7.9,1045 reviews,1.0,1.0,1.0,,,,,,,0.0
288,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,Almuhaidb Down Town,8.7,1412 reviews,1.0,1.0,1.0,,,,,,,0.0
289,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Saraya Qordoba,N/A,N/A,1.0,,1.0,,,,,,,0.0
290,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,Almuhaidb Salahuddin- Almalaz,7.7,1182 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
291,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,Erfad Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
292,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Mena Andalusia Hotel,6.3,2490 reviews,1.0,1.0,1.0,,,,,,,0.0
293,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,Executives Hotel Al Azizia,7.9,866 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
294,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,Sarwat Park Hotel Riyadh,8.1,896 reviews,1.0,1.0,1.0,,,,,,,0.0
295,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Deyala Hotel Suites,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
296,1.0,,,,,,,1.0,,,,,,,,,,1.0,,AlMuhaidb Nadwaa Aparthotel,7.0,511 reviews,1.0,1.0,1.0,,,,,,,0.0
297,,,,,,,,,,,,,,,,,,,,Karem Riyadh Residence - Hotel Apartment,N/A,N/A,,,,,,,,,,0.0
298,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,Braira Al Wezarat,8.4,4149 reviews,1.0,1.0,1.0,,,,,,,0.0
299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,"Narcissus Hotel & Spa, Riyadh",8.6,5295 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Novotel Suites Riyadh Olaya,7.3,2435 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
301,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,Executive Suites,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
302,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,0.0
303,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,Rest Night Hotel Apartment,N/A,N/A,1.0,1.0,1.0,,1.0,,,,,0.0
304,,,,,,,,,,,,,,,,,,,,Ross Hotel,N/A,N/A,,,,,,,,,,0.0
305,,,,,,,,,,,,,,,,,,,,Ross Hotel,N/A,N/A,,,,,,,,,,0.0
306,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,Hilton Garden Inn Riyadh Financial District,7.8,2471 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
307,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Alyaa Home,N/A,N/A,1.0,1.0,,,,,,,,0.0
308,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,Fraser Suites Riyadh,8.1,2188 reviews,1.0,1.0,1.0,,,,,1.0,,0.0
309,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,Ewaa Express Hotel - Khorais,8.3,1791 reviews,1.0,1.0,,,,,,,,0.0
310,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,Super 8 by Wyndham Al Riyadh,7.3,645 reviews,1.0,,,,,,,,,0.0
311,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,Tura Hotel,7.6,218 reviews,1.0,1.0,,,1.0,,,,,0.0
312,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Revan Palace,6.9,249 reviews,1.0,1.0,1.0,,,,,,,0.0
313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,HDB Sahafa,8.1,4718 reviews,1.0,1.0,1.0,,,,,,,0.0
314,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,Dara Al Rayan,8.6,574 reviews,,,,,,,,,,0.0
315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,"Narcissus Hotel & Spa, Riyadh",8.6,5295 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
316,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Al Muteb Suites Al Falah 3,N/A,N/A,1.0,1.0,,,,,,,,0.0
317,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,Ewaa Express Hotel - Khorais,8.3,1791 reviews,1.0,1.0,,,,,,,,0.0
318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,"Mandarin Oriental Al Faisaliah, Riyadh",8.6,5931 reviews,1.0,1.0,1.0,1.0,1.0,,,,,0.0
319,1.0,,,,,,,,,,,,,,,,,,,Al Baron Palace Riyadh,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
320,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,,Baron Al Masif,6.7,424 reviews,1.0,1.0,1.0,,,,,,,0.0
321,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,Al Farhan Hotel Suites Al Aqiq,6.3,200 reviews,1.0,1.0,1.0,,,,,,,0.0
322,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,Executives Hotel Al Azizia,7.9,866 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
323,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Dhabab Riyadh,8.3,1450 reviews,1.0,1.0,1.0,,,,,,,0.0
324,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,,Smayah Hotel,8.6,645 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
325,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,Al Farhan Hotel Suites Al Aqiq,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
326,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Al-Nagah,N/A,N/A,,1.0,,,,,,,,0.0
327,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,Damac Towers Riyadh برج داماك الرياض,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
328,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Executives Hotel - KAFD,8.1,1681 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
329,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,AlMuhaidb Tahliya - Olaya,5.7,313 reviews,1.0,1.0,1.0,,,,,,,0.0
330,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Al Muteb Suites Al Ezdehar 2,7.0,497 reviews,1.0,1.0,1.0,,,,,,,0.0
331,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,0.0
332,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,,Grand Plaza Hotel - Takhasosi Riyadh,8.3,4037 reviews,1.0,,,,,,,,,0.0
333,,,,,,,,,,,,,,,,,,,,Enala Resort,N/A,N/A,,,,,,,,,,0.0
334,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,Executives Hotel Al Azizia,7.9,866 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
335,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,Intour Qurtoba Hotel Suites,7.0,338 reviews,1.0,1.0,1.0,,,,,,,0.0
336,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,0.0
337,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,Fairmont Riyadh,N/A,N/A,,,,,,,,,,0.0
338,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Khreis,N/A,N/A,,1.0,,,,,,,,0.0
339,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,Celine Home Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
340,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,Ewaa Express Hotel - Gaber,8.7,2032 reviews,1.0,1.0,1.0,,,,,,,0.0
341,1.0,,,,,,,,,,,,,,,,,,,Al Baron Palace Riyadh,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
342,,,,,,,,,,,,,,,,,,,,Al-Mutab Suites Dammam Road,N/A,N/A,,,,,,,,,,0.0
343,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Ross Hotel,8.5,300 reviews,1.0,1.0,1.0,,,,,,,0.0
344,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Boudl Al Fayhaa,6.0,1590 reviews,1.0,,,,,,,,,0.0
345,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,1.0,Boudl Gaber,8.1,830 reviews,1.0,1.0,,,,,,,,0.0
346,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,AlMuhaidb Tahliya - Olaya,5.7,313 reviews,1.0,1.0,1.0,,,,,,,0.0
347,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,Rest Night Hotel Apartment- AlHamra,7.5,2095 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
348,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Al Rahden Hotel,8.3,1256 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
349,1.0,,,,,,,,,,,,,,,,,,,AlMuhaidb Furnished Units King Abdulaziz,6.6,530 reviews,1.0,1.0,,,,,,,,0.0
350,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,Boudl Al Sulimanyah,8.2,2074 reviews,1.0,1.0,1.0,,,,,,,0.0
351,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,0.0
352,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,AlMuhaidb Tahliya - Olaya,5.7,313 reviews,1.0,1.0,1.0,,,,,,,0.0
353,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Al Muteb Suites Granada,N/A,N/A,1.0,,1.0,,,,,,,0.0
354,1.0,,,,,,,,,,,,,,,,,,,silvana aparthotel,N/A,N/A,,,,,,,,,,0.0
355,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Deyala Hotel Suites,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
356,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Al Muteb Suites Al Yarmouk 2,N/A,N/A,1.0,1.0,,,,,,,,0.0
357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,Novotel Suites Riyadh Centre,7.8,783 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
358,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,Boudl Al Malaz,6.8,679 reviews,1.0,1.0,1.0,,,,,,,0.0
359,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,Mira Business Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,0.0
360,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,Dara Hotel Qurtubah,8.2,1514 reviews,1.0,,1.0,,,,,,,0.0
361,1.0,,,,,1.0,,,,1.0,,,,,,,,,,The O Tower Residence,N/A,N/A,,,1.0,,,,,,,0.0
362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,Smayah Residence,8.6,684 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
363,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,Dabab Hotel by Warwick (ex Best Western Plus Riyadh),N/A,N/A,,1.0,1.0,,1.0,1.0,,,,0.0
364,,,,,,,,,,,,,,,,,,,,Villa Palma Compound,N/A,N/A,,,,,,,,,,0.0
365,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,Hyatt Buyutat,6.5,851 reviews,1.0,1.0,1.0,,1.0,,,,,0.0
366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,Radisson Hotel & Residence Riyadh Olaya,9.1,52 reviews,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
367,,,,,,,,1.0,1.0,,,,,,,,,1.0,,Janatna Furnished Apartments,7.0,61 reviews,1.0,1.0,1.0,,,1.0,,,,
368,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Gulf Riyadh,8.5,4896 reviews,1.0,1.0,1.0,,,,,,,
369,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Revan Palace,6.9,249 reviews,1.0,1.0,1.0,,,,,,,
370,,,,,,,,,,,,,,,,,,,,Villa Palma Compound,N/A,N/A,,,,,,,,,,
371,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Taleen Al Nadwa,5.6,418 reviews,1.0,1.0,,,,,,,,
372,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Taleen Durrat Al Nakhil,N/A,N/A,1.0,1.0,1.0,,,,,,,
373,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,Le Méridien Riyadh,8.3,1521 reviews,1.0,,1.0,,,,,,,
374,,,,,,,,1.0,1.0,,,,,,,,,1.0,,Janatna Furnished Apartments,7.0,61 reviews,1.0,1.0,1.0,,,1.0,,,,
375,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,Riyadh Airport Marriott Hotel,8.3,3988 reviews,1.0,,,1.0,1.0,,,,,
376,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,Voyage Residence,8.8,176 reviews,1.0,1.0,1.0,,1.0,,,,,
377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,Executives Hotel - Olaya,7.7,2841 reviews,1.0,1.0,1.0,,1.0,,,,,
378,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,
379,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Sama Nadrin Hotel Apartments,N/A,N/A,1.0,,1.0,,,,,,,
380,1.0,,,,,,,1.0,,,,,,,,,,1.0,,AlMuhaidb Nadwaa Aparthotel,7.0,511 reviews,1.0,1.0,1.0,,,,,,,
381,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,Al Farhan Hotel Suites Al Aqiq,6.3,200 reviews,1.0,1.0,1.0,,,,,,,
382,,,,1.0,1.0,,1.0,,,,,,,,,,,,,Boudl Al Wadi,7.9,664 reviews,1.0,1.0,1.0,,,,,,,
383,1.0,,,,,,,,,1.0,,,,,,,,,,Amber Hospitality Izdihar,9.6,75 reviews,,,,,,,,,,
384,,,,1.0,1.0,,1.0,,,,,,,,,,,,,Boudl Al Wadi,7.9,664 reviews,1.0,1.0,1.0,,,,,,,
385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Al Hamra Palace by Warwick,7.0,1074 reviews,1.0,1.0,1.0,,1.0,,,,,
386,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Motiara Hotel – Al Murouj,7.1,426 reviews,1.0,1.0,1.0,,,,,,,
387,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,Rose Garden Hotel,6.7,1237 reviews,1.0,1.0,1.0,,,,,,,
388,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Holiday Al Khaleej Al Najah,N/A,N/A,1.0,1.0,1.0,,,,,,,
389,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,Crowne Plaza Hotel Riyadh Minhal,8.6,3016 reviews,1.0,1.0,1.0,,,,,,,
390,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Madareem Crown Hotel,8.1,3613 reviews,1.0,1.0,1.0,,,,,,,
391,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,The Corner Chalets,8.1,236 reviews,,1.0,1.0,,,,,,,
392,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,Sixty Three Hotel,7.0,169 reviews,1.0,1.0,1.0,,,,,,,
393,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,Holiday Inn RIYADH - MEYDAN,7.5,1207 reviews,1.0,1.0,1.0,,,,,,,
394,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,Amaaria Aquapark resort Villas & Chalet,8.1,119 reviews,,1.0,,,,,,,,
395,1.0,,,,,,,,,,,,,,,,,,,Khreis Suites Hotel,6.0,82 reviews,1.0,1.0,,,,,,,,
396,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,Al Farhan Hotel Suites Al Aqiq,N/A,N/A,1.0,1.0,1.0,,,,,,,
397,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,Movenpick Hotel And Residences Riyadh,8.8,14178 reviews,,1.0,,,,,,,,
398,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,Sama Nadrin Hotel Apartments,N/A,N/A,1.0,,1.0,,,,,,,
399,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,
400,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,Boudl Al Munsiyah,8.0,4311 reviews,1.0,1.0,,,,,,,,
401,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,Damac Towers Riyadh برج داماك الرياض,N/A,N/A,1.0,1.0,1.0,,,,,,,
402,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,Al Amoria Furnished Apartments 3,N/A,N/A,1.0,1.0,1.0,,,,,,,
403,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,AlMuhaidb For Hotel Apartments 24,6.4,393 reviews,1.0,,,,,,,,,
404,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Saraya Qordoba,N/A,N/A,1.0,,1.0,,,,,,,
405,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,Ewaa Express Hotel - Khorais,8.3,1791 reviews,1.0,1.0,,,,,,,,
406,1.0,,,,,,,,,,,,,,,,,,,Khreis Suites Hotel,6.0,82 reviews,1.0,1.0,,,,,,,,
407,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,Almuhaidb Salahuddin- Almalaz,7.7,1182 reviews,1.0,1.0,1.0,,1.0,,,,,
408,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,
409,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,Hyatt Place Riyadh Sulaimania,8.5,447 reviews,1.0,1.0,1.0,,,,,,,
410,1.0,,,,,,,,,1.0,,,,,,,,,,Rawda - Qaswarah Residence,N/A,N/A,1.0,1.0,,,,,,,,
411,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,Merfal Hotel Apartments Al Taawan,6.6,396 reviews,1.0,,1.0,,,,,,,
412,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,Tura Hotel,7.6,218 reviews,1.0,1.0,,,1.0,,,,,
413,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,Taleen Granada hotel apartments,6.3,50 reviews,1.0,1.0,1.0,,,,,,,
414,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,Fairmont Riyadh,8.6,4405 reviews,1.0,1.0,1.0,,,,,,,
415,1.0,,,,,,,,,1.0,,,,,,,,,,Taleen Al Nakheel Apartment,6.3,365 reviews,1.0,1.0,,,,,,,,
416,,,,,,,,,,,,,,,,,,1.0,,"Al Masem Hotel Suites, King Fahd District",N/A,N/A,,1.0,,,,,,,,
417,,,,,,,1.0,,,,,,,,,,,,1.0,RosaGrandHotel,N/A,N/A,,,1.0,,,,,,,
418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,Jareed Hotel Riyadh,9.0,1443 reviews,1.0,1.0,1.0,,,,,,,
419,1.0,,,1.0,,,,,,,,,,,,,,,,Myrtle Al Sahafa,7.5,1872 reviews,,1.0,,,,,,,,
420,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,1.0,,Boudl Al Sahafa,8.2,791 reviews,1.0,1.0,1.0,,,,,,,
421,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,Swiss International Royal Hotel Riyadh,7.5,901 reviews,1.0,1.0,1.0,,,,,,,
422,,,,,,,,,,,,,,,,,,,,Al-Mutab Suites Dammam Road,N/A,N/A,,,,,,,,,,
423,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,Almuhaidb Down Town,8.7,1412 reviews,1.0,1.0,1.0,,,,,,,
424,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Marin Suit El Swedi,N/A,N/A,1.0,1.0,1.0,,,,,,,
425,1.0,,,,,,,,,1.0,,,,,,,,,,Taleen Al Nakheel Apartment,6.3,365 reviews,1.0,1.0,,,,,,,,
426,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,Marriott Riyadh Diplomatic Quarter,8.3,273 reviews,1.0,1.0,1.0,,,,,,,
427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Dabab Hotel by Warwick,7.3,1606 reviews,1.0,1.0,1.0,,1.0,,,,,
428,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Voyage Hotel,7.9,253 reviews,1.0,1.0,1.0,,,,,,,
429,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Continent Hotel Al Waha Riyad,7.7,1696 reviews,1.0,1.0,1.0,,1.0,,,,,
430,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,Braira Al Yarmouk Hotel,8.6,4939 reviews,1.0,1.0,1.0,,1.0,,,,,
431,1.0,,,,,,,,,1.0,,,,,,,,,,Mabaat - Al Yasmeen - 454,7.7,3 reviews,1.0,1.0,,,,,,,,
432,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,Almuhaidb Jarir - Almalaz,7.5,366 reviews,1.0,1.0,1.0,,1.0,,,,,
433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Dabab Hotel by Warwick,7.3,1606 reviews,1.0,1.0,1.0,,1.0,,,,,
434,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,Luxury Night Hotel,N/A,N/A,1.0,,1.0,,,,,,,
435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,Radisson Hotel & Residence Riyadh Olaya,9.1,52 reviews,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0
436,,,,,,,,,,,,,,,,,,,,Al Mutaab Sweet Granada,N/A,N/A,,1.0,,,,,,,,
437,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Courtyard by Marriott Riyadh Northern Ring Road,8.2,998 reviews,1.0,1.0,1.0,,1.0,,,,,
438,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,Voyage Residence,8.8,176 reviews,1.0,1.0,1.0,,1.0,,,,,
439,,,,,,,,,,,,,,,,,,1.0,,"Al Masem Hotel Suites, King Fahd District",N/A,N/A,,1.0,,,,,,,,
440,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,Boudl Al Sulimanyah,8.2,2074 reviews,1.0,1.0,1.0,,,,,,,
441,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,Awfad Hotel Riyadh,7.4,2707 reviews,1.0,,1.0,,,,,,,
