,Parking,Swimming Pool,Restaurant,Room Service,Fitness Centre,Spa & Wellness Centre,Business Centre,Facilities for Disabled,Airport Shuttle,Non-smoking Rooms,Babysitting/Child Services,Meeting/Banquet Facilities,Car Rental,Breakfast Buffet,Bar/Lounge,Kids Activities,Game Room,Dry Cleaning,Valet Parking,name,rate,review,Highspeed Internet,Airconditioning,Safe/Vault,Tennis Court,Indoor Pool,Pet-friendly,Casino,Golfcourse,Beach Access,Ski-In Ski-Out
600,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,,
601,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,Hyatt Buyutat,6.5,851 reviews,1.0,1.0,1.0,,1.0,,,,,
602,1.0,,,,,,,,,,,,,,,,,,,Aparthotel Ollya Riyadh,N/A,N/A,,,,,,,,,,
603,,,,,,1.0,,,,1.0,,,,,,,,,1.0,msharef almoden hotel,N/A,N/A,1.0,,1.0,,,,,,,
604,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,
605,,,,,,,,,,,,,,,,,,,,Villa Palma Compound,N/A,N/A,,,,,,,,,,
606,,,,,,,,,,1.0,,,,,,,,,1.0,Suknai Resort,N/A,N/A,,,,,,,,,,
607,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,HDB Sahafa,8.1,4718 reviews,1.0,1.0,1.0,,,,,,,
609,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,
610,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,Swiss Spirit Metropolitan Riyadh,7.6,1005 reviews,1.0,,,,,,1.0,,,
611,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Gulf Riyadh,8.5,4896 reviews,1.0,1.0,1.0,,,,,,,
612,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,Aber Al Munsiyah,7.9,1099 reviews,1.0,1.0,1.0,,,,,,,
613,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,Hyatt Place Riyadh Sulaimania,8.5,447 reviews,1.0,1.0,1.0,,,,,,,
614,,,,,,,,,,,,,,,,,,,,Mabaat - Suitey Al Aqiq - 559,8.5,124 reviews,,,,,,,,,,
615,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Al-Nagah,N/A,N/A,,1.0,,,,,,,,
616,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Taleen AlMasif hotel apartments,6.4,360 reviews,1.0,1.0,1.0,,,,,,,
617,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,Aloft Riyadh Hotel,8.2,1309 reviews,1.0,1.0,,,,,,,,
618,,,1.0,,,,,,,,,,,,,,,,,AlMuteb Suites Al mursalat,N/A,N/A,,1.0,,,,,,,,
619,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Boudl Al Fayhaa,6.0,1590 reviews,1.0,,,,,,,,,
620,1.0,,,,,,,,,1.0,,,,,,,,,,Freesia Hotel,N/A,N/A,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,,
622,,,,,,,,,,,,,,,,,,,,Karem Riyadh Residence - Hotel Apartment,N/A,N/A,,,,,,,,,,
623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,voco Riyadh An IHG Hotel,9.0,5662 reviews,,,,,,,,,,
624,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Marriott Executive Apartments Riyadh, Convention Center",8.7,865 reviews,1.0,,1.0,1.0,1.0,,,1.0,,
625,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,Centro Olaya by Rotana,7.9,3325 reviews,1.0,1.0,,,,,,,,
626,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,Aber Al Yasmin,8.4,1496 reviews,1.0,,,,,,,,,
627,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,Al Farhan Hotel Suites Al Aqiq,6.3,200 reviews,1.0,1.0,1.0,,,,,,,
628,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,Grand Plaza Hotel-KAFD Riyadh,8.6,3036 reviews,1.0,1.0,,,,,,,,
629,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Muteb Suites Heritage Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
630,,,,,,,,,,,,,,,,,,,,Karem Riyadh Residence - Hotel Apartment,N/A,N/A,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,Al-Mutab Suites Dammam Road,N/A,N/A,,,,,,,,,,
632,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,Aber Al Yasmin,8.4,1496 reviews,1.0,,,,,,,,,
633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,"Narcissus Hotel & Spa, Riyadh",8.6,5295 reviews,1.0,1.0,1.0,,1.0,,,,,
634,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,Enala Resort,7.9,53 reviews,1.0,1.0,,,1.0,,,,,
635,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Boudl Al Fayhaa,6.0,1590 reviews,1.0,,,,,,,,,
636,1.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,Rest Night Hotel Suites- - AL Nafal,6.2,688 reviews,1.0,1.0,1.0,,,,,,,
637,1.0,,,,,,,,,1.0,,,,,,,,,,Al Muteb Suites Al Falah 1,N/A,N/A,1.0,1.0,,,,,,,,
638,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,Seiba Hotel Apartments - Al Malaz,7.1,1175 reviews,1.0,1.0,1.0,,,,,,,
639,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Golden Tulip Riyadh,8.8,2365 reviews,1.0,1.0,1.0,,,,,,,
640,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,The land Resort,9.0,28 reviews,1.0,1.0,1.0,,,,,,,
641,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,Swiss International Royal Hotel Riyadh,7.5,901 reviews,1.0,1.0,1.0,,,,,,,
642,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,Rose Park,N/A,N/A,,1.0,1.0,,,1.0,,,,
643,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,Swiss Spirit Metropolitan Riyadh,7.6,1005 reviews,1.0,,,,,,1.0,,,
644,,,,,,,,,,,,,,,,,,,,Al Malqa Elite Hotel,7.5,1173 reviews,,1.0,,,,,,,,
645,1.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,Boudl Al Sulimanyah,8.2,2074 reviews,1.0,1.0,1.0,,,,,,,
646,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,Boudl Al Munsiyah,8.0,4311 reviews,1.0,1.0,,,,,,,,
647,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Al Muteb Suites Granada,N/A,N/A,1.0,,1.0,,,,,,,
648,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,Crowne Plaza Hotel Riyadh Minhal,8.6,3016 reviews,1.0,1.0,1.0,,,,,,,
649,,,,,,,,1.0,1.0,,,,,,,,,1.0,,Janatna Furnished Apartments,7.0,61 reviews,1.0,1.0,1.0,,,1.0,,,,
650,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,Four Points by Sheraton Riyadh Khaldia,7.3,1245 reviews,1.0,,,1.0,,,,1.0,,
651,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,Mira Business Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
652,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,Hayat Alriyadh Washam Hotel,8.2,1679 reviews,1.0,1.0,1.0,,1.0,,,,,
653,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Marriott Executive Apartments Riyadh, Convention Center",8.7,865 reviews,1.0,,1.0,1.0,1.0,,,1.0,,
654,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,1.0,Boudl Al Malaz,6.8,679 reviews,1.0,1.0,1.0,,,,,,,
655,1.0,,,,,,,,,,,,,,,,,,,AlMutab Suites Yarmouk,N/A,N/A,,,,,,,,,,
656,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,Aber Al Yasmin 101,8.1,804 reviews,1.0,1.0,1.0,,1.0,,,,,
657,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,Comfort Hotel Riyadh Olaya,9.5,4 reviews,1.0,1.0,1.0,,,,,,,
658,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Motiara Hotel – Al Murouj,7.1,426 reviews,1.0,1.0,1.0,,,,,,,
659,,,1.0,,,,,,,,,,,,,,,,,Grand Plaza Takhasosi,N/A,N/A,,,,,1.0,,,,,
660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Dabab Hotel by Warwick,7.3,1606 reviews,1.0,1.0,1.0,,1.0,,,,,
661,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,Centro Olaya by Rotana,7.9,3325 reviews,1.0,1.0,,,,,,,,
662,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Ross Hotel,8.5,300 reviews,1.0,1.0,1.0,,,,,,,
663,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,Dorar Darea Hotel Apartments - Al Nafl,7.2,215 reviews,1.0,1.0,1.0,,,,,,,
664,,,,,,,,,,,,,,,,,,,,Ross Hotel,N/A,N/A,,,,,,,,,,
665,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Dhabab Riyadh,8.3,1450 reviews,1.0,1.0,1.0,,,,,,,
666,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,Luxury Night Hotel,N/A,N/A,1.0,,1.0,,,,,,,
667,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Duset Hotel Suites,8.6,1337 reviews,1.0,1.0,1.0,,,,,,,
668,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,Grand Plaza Hotel - Gulf Riyadh,8.5,4896 reviews,1.0,1.0,1.0,,,,,,,
669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,Holiday Inn RIYADH - AL QASR,7.1,2301 reviews,1.0,1.0,1.0,,1.0,,,1.0,,
670,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,Iris Boutique Narjis,9.2,139 reviews,1.0,1.0,1.0,,,,,,,
671,,,1.0,,,,,,,,,,,,,,,,,Grand Plaza Takhasosi,N/A,N/A,,,,,1.0,,,,,
672,1.0,,,,,,,,,,,,,,,,,,,Al Baron Palace Riyadh,N/A,N/A,1.0,1.0,1.0,,,,,,,
673,,,,,,,,,,1.0,,,,,,,,,1.0,Suknai Resort,N/A,N/A,,,,,,,,,,
674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Al Hamra Palace by Warwick,7.0,1074 reviews,1.0,1.0,1.0,,1.0,,,,,
675,1.0,,,,,,,,,,,,,,,,,,,AlMuhaidb Furnished Units King Abdulaziz,6.6,530 reviews,1.0,1.0,,,,,,,,
676,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Joudyan Olaya Riyadh,8.3,6242 reviews,1.0,1.0,1.0,,,,,,,
677,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,ibis Riyadh Olaya Street,6.9,2941 reviews,1.0,1.0,1.0,,,,,,,
678,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,Al Diafa Apartment Olaya,7.9,180 reviews,1.0,1.0,,,1.0,,,,,
679,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,Almuhaidb Jarir - Almalaz,7.5,366 reviews,1.0,1.0,1.0,,1.0,,,,,
680,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Muteb Suites Heritage Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
681,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,
682,1.0,,,1.0,,,,,,1.0,,,,,,,,,,Antola Resort Al Rimal,7.4,37 reviews,,1.0,,,,1.0,,,,
683,,,,,,,,,,,,,,,,,,,,Aber 103 Al Mounisya,9.2,2727 reviews,,1.0,,,,,,,,
684,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,Boudl Al Fayhaa,6.0,1590 reviews,1.0,,,,,,,,,
685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,Braira Qurtubah Riyadh,8.2,10463 reviews,1.0,1.0,1.0,,1.0,,,,,
686,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Diafah Hotel Suites,7.5,46 reviews,1.0,1.0,1.0,,1.0,,,,,
687,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,Dara Hotel Qurtubah,8.2,1514 reviews,1.0,,1.0,,,,,,,
688,1.0,,,,,,,1.0,,,,,,,,,,,,Merfal Royal Apartment,7.0,316 reviews,1.0,1.0,1.0,,,,,,,
689,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,Al Diafah Hotel Suites,7.5,46 reviews,1.0,1.0,1.0,,1.0,,,,,
690,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,Marriott Riyadh Diplomatic Quarter,8.3,273 reviews,1.0,1.0,1.0,,,,,,,
691,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,Almuhaidb Altakhassusi 5,7.5,662 reviews,1.0,1.0,1.0,1.0,,,,,1.0,
692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,Executives Hotel - Olaya,7.7,2841 reviews,1.0,1.0,1.0,,1.0,,,,,
693,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,Rose Park,N/A,N/A,,1.0,1.0,,,1.0,,,,
694,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Marriott Executive Apartments Riyadh, Convention Center",8.7,865 reviews,1.0,,1.0,1.0,1.0,,,1.0,,
695,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,Iris Boutique Narjis,9.2,139 reviews,1.0,1.0,1.0,,,,,,,
696,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,Celine Home Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
697,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,Braira Hotel Olaya - By Boudl,8.4,4315 reviews,1.0,,,,,,,,,
698,1.0,,,,,1.0,,,,,,,,,,,,,1.0,Hotel Vivian Park El Raed,N/A,N/A,,,,,,,,,,
699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,Smayah Residence,8.6,684 reviews,1.0,1.0,1.0,,1.0,,,,,
700,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Saraya Qordoba,N/A,N/A,1.0,,1.0,,,,,,,
701,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,Amaaria Aquapark resort Villas & Chalet,8.1,119 reviews,,1.0,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,Olaya 1 Stella Stays,N/A,N/A,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,Ross Hotel,N/A,N/A,,,,,,,,,,
704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Rosh Rayhaan by Rotana,8.5,3929 reviews,1.0,1.0,1.0,,,,,,,
705,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Voyage Hotel,7.9,253 reviews,1.0,1.0,1.0,,,,,,,
706,1.0,,1.0,,,,,,,,,,,,,,,,,Golden Dune Hotel & Suite,8.2,2735 reviews,1.0,1.0,1.0,,,1.0,,,,
707,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,Al Amoria Furnished Apartments 3,N/A,N/A,1.0,1.0,1.0,,,,,,,
708,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,Aber Al Munsiyah,7.9,1099 reviews,1.0,1.0,1.0,,,,,,,
709,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,Tooq Suites,6.4,32 reviews,1.0,1.0,1.0,,,,,,,
710,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,Fairmont Riyadh,N/A,N/A,,,,,,,,,,
711,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,Holiday Inn RIYADH - OLAYA,7.2,942 reviews,,,,,,,,1.0,,
712,,,,,,1.0,,,,1.0,,,,,,,,,1.0,msharef almoden hotel,N/A,N/A,1.0,,1.0,,,,,,,
713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,Dabab Hotel by Warwick,7.3,1606 reviews,1.0,1.0,1.0,,1.0,,,,,
714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Madareem Crown Hotel,8.1,3613 reviews,1.0,1.0,1.0,,,,,,,
715,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Al-Nagah,N/A,N/A,,1.0,,,,,,,,
716,1.0,,,,,,,1.0,,,,,,,,,,1.0,,AlMuhaidb Nadwaa Aparthotel,7.0,511 reviews,1.0,1.0,1.0,,,,,,,
717,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,Courtyard by Marriott Riyadh Northern Ring Road,8.2,998 reviews,1.0,1.0,1.0,,1.0,,,,,
718,1.0,,,,,,,1.0,,1.0,,,,,,,,,,Alyaa Home,N/A,N/A,1.0,1.0,,,,,,,,
719,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,Aber Al Yasmin 101,8.1,804 reviews,1.0,1.0,1.0,,1.0,,,,,
720,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,Hdb Hotel  Financal District,7.3,2587 reviews,1.0,1.0,,,1.0,,,,,
721,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,Comfort Hotel Riyadh Olaya,9.5,4 reviews,1.0,1.0,1.0,,,,,,,
722,,,,,,,,,,,,,,,,,,,,Namar Home Serviced Suites,N/A,N/A,,,,,,,,,,
723,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,Hyatt Buyutat,6.5,851 reviews,1.0,1.0,1.0,,1.0,,,,,
724,,,,1.0,1.0,,1.0,,,,,,,,,,,,,Boudl Al Wadi,7.9,664 reviews,1.0,1.0,1.0,,,,,,,
725,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Khreis,N/A,N/A,,1.0,,,,,,,,
726,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,Burj Al Hayah Hotel Suites-Al Olaya,6.2,173 reviews,1.0,1.0,,,,,,,,
727,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,
728,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,Celine Home Hotel,N/A,N/A,1.0,1.0,1.0,,,,,,,
729,1.0,,,,,,,,,1.0,,,,,,,,,,Freesia Hotel,N/A,N/A,,,,,,,,,,
730,1.0,,,,,,1.0,1.0,,,,,,,,,,,,Neyara Almalaz 5,6.9,970 reviews,1.0,1.0,1.0,,,,,,,
731,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,Ross Hotel,8.5,300 reviews,1.0,1.0,1.0,,,,,,,
732,,,,,,,,,,,,,,,,,,,,Taleen AlQuds 2 Hotel Apartments,5.6,396 reviews,,1.0,,,,,,,,
733,1.0,,,,,,,,,1.0,,,,,,,,,,Rafa Homes Al Izdihar 2,7.9,226 reviews,1.0,1.0,,,,,,,,
734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,Art View Hotel,7.9,26 reviews,1.0,1.0,1.0,,1.0,,,,,
735,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,1.0,ALMA Hotel,N/A,N/A,1.0,1.0,,,,,,,,
736,1.0,,,,,,,,,1.0,,,,,,,,,,Mabaat - Al Yasmeen - 454,7.7,3 reviews,1.0,1.0,,,,,,,,
737,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,Tura Hotel,7.6,218 reviews,1.0,1.0,,,1.0,,,,,
738,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,Amaaria Aquapark resort Villas & Chalet,8.1,119 reviews,,1.0,,,,,,,,
739,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,Le Méridien Riyadh,8.3,1521 reviews,1.0,,1.0,,,,,,,
740,,,1.0,,,,,,,,,,,,,,,,,Al-Muteb Suites Khreis,N/A,N/A,,1.0,,,,,,,,
741,1.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,Aber Al Yasmin,8.4,1496 reviews,1.0,,,,,,,,,
742,1.0,,,,,,,,,,,,,,,,,,,Al Baron Palace Riyadh,N/A,N/A,1.0,1.0,1.0,,,,,,,
743,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,DoubleTree by Hilton Riyadh - Al Muroj Business Gate,7.3,1895 reviews,1.0,1.0,1.0,,,,,,,
744,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,Sixty Three Hotel,7.0,169 reviews,1.0,1.0,1.0,,,,,,,
745,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,Swiss International Royal Hotel Riyadh,7.5,901 reviews,1.0,1.0,1.0,,,,,,,
746,,,,,,,,,,,,,,,,,,,,Ross Hotel,N/A,N/A,,,,,,,,,,
747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,Aber 102,8.9,878 reviews,1.0,1.0,1.0,1.0,1.0,,,,,
748,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,Burj Alhayah Hotel Suites Olaya,8.2,208 reviews,1.0,1.0,,,,,,,,
749,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,Braira Al Wezarat,8.4,4149 reviews,1.0,1.0,1.0,,,,,,,
750,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,Voyage Hotel,7.9,253 reviews,1.0,1.0,1.0,,,,,,,
751,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,Aber Al Yasmin 101,8.1,804 reviews,1.0,1.0,1.0,,1.0,,,,,
752,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,Ahlin Suites 2,7.7,450 reviews,,1.0,1.0,,,,,,,
753,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,Al Muhaidb Khanshalila,7.5,408 reviews,1.0,1.0,,,,,,,,
754,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,Merfal Hotel Apartments Al Taawan,6.6,396 reviews,1.0,,1.0,,,,,,,
755,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,Executive Suites,N/A,N/A,1.0,1.0,1.0,,,,,,,
756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,Jareed Hotel Riyadh,9.0,1443 reviews,1.0,1.0,1.0,,,,,,,
757,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,IntercityHotel Riyadh Malaz,8.0,1647 reviews,1.0,1.0,1.0,,,,,,,
758,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,"Nofa Resort Riyadh, A Radisson Collection Hotel",8.8,202 reviews,1.0,,,,,,,1.0,,
